PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
2.0316756803744367,0.2709204262040661,2,2,1
1.697757121682864,4.614009149880122,2,2,-1
0.37193477850976076,-1.2102506422581798,0,2,1
-1.156258858980952,-0.7318585014694556,0,0,0
-1.2184167164763913,-0.07417326105534995,1,3,0
-1.6915920348888034,0.5999392776130402,1,3,0
-0.9766901765693242,0.33851135248826253,1,3,0
-0.9560815281253519,-0.36164473297886257,1,0,0
-0.2815584281124038,-1.97443606937564,0,0,0
0.0640649575320565,0.5641903912602333,1,2,1
-1.1539233089394385,-0.2670762791346462,1,0,0
-1.1641309447830346,0.5143929135307574,1,0,0
0.3503244403122678,1.7313048659862604,1,3,0
2.7093935382664798,2.8195027582389605,2,1,1
0.6486566688325563,0.10746731432946077,0,2,1
-1.4654247863945016,-1.0953975699781695,0,0,0
-1.5606748833876551,1.1252418560011885,1,3,0
1.7790808324206293,-3.577816614712109,0,1,-1
3.673000258108587,-0.9626073756352377,2,1,1
3.6040467807407817,0.5397164651351687,2,1,-1
-2.292496644290392,0.05392464466349512,1,3,0
